FIR_ID,Police_Division,Police_Station,Date_of_FIR_Filing,Criminal_Act,Criminal_Activity,Locality,Investigating_Officer,Case_Solved,Criminal_Act_Applied,Victim_Gender,Victim_Count_Female,Victim_Count_Male,Convicted_Count,Convicted_Count_Male,Convicted_Count_Female,Modus_Operandi,FIR_Description,Formatted
A594C713,Sinhagad-Road Division,Sinhagad Road Police Station,2024-09-05,Domestic Abuse,Individual,Anandnagar,Ramesh More,No,Domestic Abuse,Female,0,2,0,0,0,Verbal threats,"Domestic Abuse by Verbal threats in Anandnagar on 2024-09-05, 2 victims",Domestic Abuse Verbal threats Anandnagar
B80B222F,Vishrambaug and Deccan Division,Kothrud Police Station,2025-07-28,Kidnapping,Gang,Karve Nagar,Anjali Kulkarni,No,Kidnapping,Male,2,2,1,1,0,Threatening with weapon,"Kidnapping by Threatening with weapon in Karve Nagar on 2025-07-28, 4 victims",Kidnapping Threatening with weapon Karve Nagar
1E436258,Pune Division,Camp Police Station,2024-03-06,Assault,Individual,Laxmi Road,Mahesh Pawar,Yes,Assault,Female,1,1,2,2,0,Political rally violence,"Assault by Political rally violence in Laxmi Road on 2024-03-06, 2 victims",Assault Political rally violence Laxmi Road
B3F6E450,Pune Division,Kalyani Nagar Police Station,2022-12-22,Fraud,Individual,Kalyani Nagar,Sandeep Gaikwad,Yes,Fraud,Other,1,3,2,0,2,Bank scam,"Fraud by Bank scam in Kalyani Nagar on 2022-12-22, 4 victims",Fraud Bank scam Kalyani Nagar
B42BD6B3,Swargate Division,Bibvewadi Police Station,2023-09-07,Burglary,Gang,Katraj,Nitin Kadam,No,Burglary,Male,0,0,0,0,0,Night break-in,"Burglary by Night break-in in Katraj on 2023-09-07, 0 victims",Burglary Night break-in Katraj
093CD93F,Swargate Division,Bharati Vidyapeeth Police Station,2024-12-12,Robbery,Individual,Ambegaon Khurd,Nitin Kadam,Yes,Robbery,Other,0,0,0,0,0,ATM theft,"Robbery by ATM theft in Ambegaon Khurd on 2024-12-12, 0 victims",Robbery ATM theft Ambegaon Khurd
DB751A69,Sinhagad-Road Division,Nanded City Police Station,2024-08-20,Burglary,Individual,Kirkatwadi,Prashant Jadhav,No,Burglary,Male,2,0,2,2,0,Window entry,"Burglary by Window entry in Kirkatwadi on 2024-08-20, 2 victims",Burglary Window entry Kirkatwadi
D6F8D2AF,Swargate Division,Bibvewadi Police Station,2024-08-19,Illegal Arms Possession,Individual,Parwati,Anjali Kulkarni,Yes,Illegal Arms Possession,Other,0,1,0,0,0,Homemade arms,"Illegal Arms Possession by Homemade arms in Parwati on 2024-08-19, 1 victim",Illegal Arms Possession Homemade arms Parwati
7C3EA3FC,Pune Division,Camp Police Station,2024-06-07,Assault,Individual,Shaniwar Wada,Sandeep Gaikwad,No,Assault,Male,3,1,0,0,0,Domestic assault,"Assault by Domestic assault in Shaniwar Wada on 2024-06-07, 4 victims",Assault Domestic assault Shaniwar Wada
3AE7E768,Pune Division,Camp Police Station,2025-08-18,Domestic Abuse,Gang,Shaniwar Wada,Sunil Deshmukh,No,Domestic Abuse,Male,3,0,1,1,0,Emotional abuse,"Domestic Abuse by Emotional abuse in Shaniwar Wada on 2025-08-18, 3 victims",Domestic Abuse Emotional abuse Shaniwar Wada
0660D0B5,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-09-24,Kidnapping,Individual,Shivajinagar,Vaishali Chavan,Yes,Kidnapping,Male,0,1,0,0,0,Threatening with weapon,"Kidnapping by Threatening with weapon in Shivajinagar on 2023-09-24, 1 victim",Kidnapping Threatening with weapon Shivajinagar
D26CA071,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-02-14,Homicide,Gang,JM Road,Anjali Kulkarni,Yes,Homicide,Other,3,2,5,3,2,Stabbing,"Homicide by Stabbing in JM Road on 2023-02-14, 5 victims",Homicide Stabbing JM Road
1F0D048B,Swargate Division,Market Yard Police Station,2025-04-22,Robbery,Gang,KK Market,Sneha Shinde,Yes,Robbery,Male,2,0,0,0,0,Armed robbery,"Robbery by Armed robbery in KK Market on 2025-04-22, 2 victims",Robbery Armed robbery KK Market
9BDFDA1A,Vishrambaug and Deccan Division,Kothrud Police Station,2025-05-13,Fraud,Gang,Ideal Colony,Sandeep Gaikwad,Yes,Fraud,Other,2,3,2,2,0,Tax evasion,"Fraud by Tax evasion in Ideal Colony on 2025-05-13, 5 victims",Fraud Tax evasion Ideal Colony
4AF90F67,Pune Division,Kalyani Nagar Police Station,2025-07-07,Domestic Abuse,Gang,Viman Nagar,Prashant Jadhav,No,Domestic Abuse,Male,1,0,0,0,0,Emotional abuse,"Domestic Abuse by Emotional abuse in Viman Nagar on 2025-07-07, 1 victim",Domestic Abuse Emotional abuse Viman Nagar
35B26D7B,Pune Division,Camp Police Station,2024-07-22,Human Trafficking,Gang,Camp,Neha Bhosale,No,Human Trafficking,Other,2,2,4,1,3,Sex trafficking,"Human Trafficking by Sex trafficking in Camp on 2024-07-22, 4 victims",Human Trafficking Sex trafficking Camp
82347301,Vishrambaug and Deccan Division,Kothrud Police Station,2025-05-09,Burglary,Gang,Vanaz,Swati Joshi,No,Burglary,Female,0,1,0,0,0,Inside job,"Burglary by Inside job in Vanaz on 2025-05-09, 1 victim",Burglary Inside job Vanaz
504A0084,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-08-03,Extortion,Gang,Shivane,Sunil Deshmukh,Yes,Extortion,Other,0,0,0,0,0,Blackmail,"Extortion by Blackmail in Shivane on 2023-08-03, 0 victims",Extortion Blackmail Shivane
37C05A36,Swargate Division,Bharati Vidyapeeth Police Station,2023-03-28,Smuggling,Gang,Trimurti Nagar,Mahesh Pawar,No,Smuggling,Female,0,2,0,0,0,Underground tunnels,"Smuggling by Underground tunnels in Trimurti Nagar on 2023-03-28, 2 victims",Smuggling Underground tunnels Trimurti Nagar
DA6E06E3,Pune Division,Kalyani Nagar Police Station,2024-08-09,Robbery,Individual,Koregaon Park,Anjali Kulkarni,Yes,Robbery,Other,3,2,4,1,3,Highway robbery,"Robbery by Highway robbery in Koregaon Park on 2024-08-09, 5 victims",Robbery Highway robbery Koregaon Park
CED66ADE,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-05-23,Homicide,Individual,FC Road,Sunil Deshmukh,Yes,Homicide,Other,0,1,0,0,0,Stabbing,"Homicide by Stabbing in FC Road on 2023-05-23, 1 victim",Homicide Stabbing FC Road
9D37F2C9,Vishrambaug and Deccan Division,Kothrud Police Station,2024-01-02,Fraud,Gang,Vanaz,Swati Joshi,Yes,Fraud,Male,3,1,3,2,1,Insurance fraud,"Fraud by Insurance fraud in Vanaz on 2024-01-02, 4 victims",Fraud Insurance fraud Vanaz
855A92A7,Swargate Division,Market Yard Police Station,2023-12-06,Assault,Individual,Bhekrai Nagar,Vaishali Chavan,No,Assault,Female,0,3,3,3,0,Road rage,"Assault by Road rage in Bhekrai Nagar on 2023-12-06, 3 victims",Assault Road rage Bhekrai Nagar
604049CD,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-01-30,Smuggling,Individual,JM Road,Prashant Jadhav,No,Smuggling,Female,2,3,5,0,5,Underground tunnels,"Smuggling by Underground tunnels in JM Road on 2023-01-30, 5 victims",Smuggling Underground tunnels JM Road
E25BAE92,Swargate Division,Bibvewadi Police Station,2024-03-14,Smuggling,Gang,Parwati,Neha Bhosale,No,Smuggling,Other,0,2,2,1,1,Coastal boats,"Smuggling by Coastal boats in Parwati on 2024-03-14, 2 victims",Smuggling Coastal boats Parwati
CFE7DA35,Pune Division,Camp Police Station,2025-05-28,Homicide,Gang,Camp,Nitin Kadam,No,Homicide,Male,0,2,1,1,0,Poisoning,"Homicide by Poisoning in Camp on 2025-05-28, 2 victims",Homicide Poisoning Camp
D34DF510,Sinhagad-Road Division,Sinhagad Road Police Station,2024-01-05,Human Trafficking,Gang,Hingne,Rajesh Patil,No,Human Trafficking,Male,0,3,0,0,0,Sex trafficking,"Human Trafficking by Sex trafficking in Hingne on 2024-01-05, 3 victims",Human Trafficking Sex trafficking Hingne
DD29A6C1,Swargate Division,Market Yard Police Station,2025-03-13,Smuggling,Gang,Hadapsar,Swati Joshi,No,Smuggling,Female,3,3,1,0,1,Human mules,"Smuggling by Human mules in Hadapsar on 2025-03-13, 6 victims",Smuggling Human mules Hadapsar
E55D7463,Sinhagad-Road Division,Sinhagad Road Police Station,2024-04-28,Murder,Individual,Anandnagar,Neha Bhosale,No,Murder,Female,1,2,3,0,3,Gang violence,"Murder by Gang violence in Anandnagar on 2024-04-28, 3 victims",Murder Gang violence Anandnagar
258EE0A3,Swargate Division,Bharati Vidyapeeth Police Station,2024-12-05,Robbery,Gang,Trimurti Nagar,Sneha Shinde,Yes,Robbery,Male,2,1,2,0,2,ATM theft,"Robbery by ATM theft in Trimurti Nagar on 2024-12-05, 3 victims",Robbery ATM theft Trimurti Nagar
9A4195AF,Pune Division,Kalyani Nagar Police Station,2025-06-28,Cyber Crime,Gang,Koregaon Park,Rajesh Patil,No,Cyber Crime,Other,2,3,4,2,2,Online fraud,"Cyber Crime by Online fraud in Koregaon Park on 2025-06-28, 5 victims",Cyber Crime Online fraud Koregaon Park
1A64C434,Sinhagad-Road Division,Nanded City Police Station,2023-10-09,Assault,Gang,Kirkatwadi,Swati Joshi,No,Assault,Female,1,1,0,0,0,Bar fight,"Assault by Bar fight in Kirkatwadi on 2023-10-09, 2 victims",Assault Bar fight Kirkatwadi
65862BEB,Pune Division,Kalyani Nagar Police Station,2024-07-20,Cyber Crime,Individual,Viman Nagar,Mahesh Pawar,Yes,Cyber Crime,Other,1,3,3,1,2,Hacking,"Cyber Crime by Hacking in Viman Nagar on 2024-07-20, 4 victims",Cyber Crime Hacking Viman Nagar
F60E0246,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-01-19,Extortion,Individual,Warje,Sneha Shinde,No,Extortion,Female,0,2,1,1,0,Business coercion,"Extortion by Business coercion in Warje on 2023-01-19, 2 victims",Extortion Business coercion Warje
206D0869,Pune Division,Camp Police Station,2025-06-14,Smuggling,Gang,Camp,Vaishali Chavan,No,Smuggling,Female,3,2,0,0,0,Coastal boats,"Smuggling by Coastal boats in Camp on 2025-06-14, 5 victims",Smuggling Coastal boats Camp
CCFD21EE,Swargate Division,Market Yard Police Station,2025-02-13,Human Trafficking,Gang,Bhekrai Nagar,Sunil Deshmukh,Yes,Human Trafficking,Female,1,1,1,1,0,Forced marriage,"Human Trafficking by Forced marriage in Bhekrai Nagar on 2025-02-13, 2 victims",Human Trafficking Forced marriage Bhekrai Nagar
640B2B10,Pune Division,Camp Police Station,2022-12-20,Domestic Abuse,Individual,Laxmi Road,Sandeep Gaikwad,Yes,Domestic Abuse,Other,0,0,0,0,0,Verbal threats,"Domestic Abuse by Verbal threats in Laxmi Road on 2022-12-20, 0 victims",Domestic Abuse Verbal threats Laxmi Road
B31C4A70,Pune Division,Camp Police Station,2023-02-14,Murder,Individual,Laxmi Road,Rajesh Patil,Yes,Murder,Male,1,3,0,0,0,Knife attack,"Murder by Knife attack in Laxmi Road on 2023-02-14, 4 victims",Murder Knife attack Laxmi Road
30C0218D,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-01-29,Robbery,Gang,JM Road,Vaishali Chavan,Yes,Robbery,Female,3,1,1,1,0,ATM theft,"Robbery by ATM theft in JM Road on 2023-01-29, 4 victims",Robbery ATM theft JM Road
75CE05B3,Pune Division,Camp Police Station,2023-06-29,Robbery,Individual,Camp,Rajesh Patil,Yes,Robbery,Female,1,1,1,1,0,Armed robbery,"Robbery by Armed robbery in Camp on 2023-06-29, 2 victims",Robbery Armed robbery Camp
466913FC,Pune Division,Camp Police Station,2023-08-03,Drug Trafficking,Individual,Camp,Anjali Kulkarni,Yes,Drug Trafficking,Other,0,0,0,0,0,Courier parcels,"Drug Trafficking by Courier parcels in Camp on 2023-08-03, 0 victims",Drug Trafficking Courier parcels Camp
56BA5D01,Vishrambaug and Deccan Division,Kothrud Police Station,2023-07-20,Robbery,Individual,Paud Road,Anjali Kulkarni,No,Robbery,Male,2,2,2,0,2,Armed robbery,"Robbery by Armed robbery in Paud Road on 2023-07-20, 4 victims",Robbery Armed robbery Paud Road
5B4D818E,Sinhagad-Road Division,Narhe Police Station,2025-02-17,Illegal Arms Possession,Individual,Narhegaon,Sandeep Gaikwad,Yes,Illegal Arms Possession,Other,0,1,0,0,0,Black market purchase,"Illegal Arms Possession by Black market purchase in Narhegaon on 2025-02-17, 1 victim",Illegal Arms Possession Black market purchase Narhegaon
E6346162,Pune Division,Camp Police Station,2024-08-23,Assault,Gang,Camp,Ramesh More,Yes,Assault,Male,3,3,6,3,3,Street fight,"Assault by Street fight in Camp on 2024-08-23, 6 victims",Assault Street fight Camp
7F5ED731,Pune Division,Kalyani Nagar Police Station,2025-08-09,Cyber Crime,Individual,Kalyani Nagar,Prashant Jadhav,No,Cyber Crime,Male,3,0,1,0,1,Identity theft,"Cyber Crime by Identity theft in Kalyani Nagar on 2025-08-09, 3 victims",Cyber Crime Identity theft Kalyani Nagar
0B2771D8,Swargate Division,Bharati Vidyapeeth Police Station,2025-03-22,Murder,Gang,Bharati Vidyapeeth,Rajesh Patil,Yes,Murder,Male,1,1,2,2,0,Premeditated assault,"Murder by Premeditated assault in Bharati Vidyapeeth on 2025-03-22, 2 victims",Murder Premeditated assault Bharati Vidyapeeth
BC62CF77,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-05-05,Smuggling,Gang,Shivane,Rajesh Patil,No,Smuggling,Female,3,0,1,1,0,Cargo mislabeling,"Smuggling by Cargo mislabeling in Shivane on 2023-05-05, 3 victims",Smuggling Cargo mislabeling Shivane
8DEF61BA,Sinhagad-Road Division,Narhe Police Station,2024-08-25,Murder,Individual,Ambegaon Budruk,Neha Bhosale,Yes,Murder,Female,0,3,3,3,0,Blunt object,"Murder by Blunt object in Ambegaon Budruk on 2024-08-25, 3 victims",Murder Blunt object Ambegaon Budruk
1B616279,Pune Division,Kalyani Nagar Police Station,2025-01-02,Murder,Individual,Kalyani Nagar,Anjali Kulkarni,No,Murder,Female,1,0,0,0,0,Gang violence,"Murder by Gang violence in Kalyani Nagar on 2025-01-02, 1 victim",Murder Gang violence Kalyani Nagar
C95A15B4,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-02-09,Murder,Gang,JM Road,Ramesh More,No,Murder,Other,3,1,2,1,1,Premeditated assault,"Murder by Premeditated assault in JM Road on 2023-02-09, 4 victims",Murder Premeditated assault JM Road
D9E22583,Swargate Division,Market Yard Police Station,2024-10-03,Kidnapping,Gang,KK Market,Sunil Deshmukh,Yes,Kidnapping,Female,0,3,1,0,1,Online enticement,"Kidnapping by Online enticement in KK Market on 2024-10-03, 3 victims",Kidnapping Online enticement KK Market
8268BEC1,Swargate Division,Bibvewadi Police Station,2025-07-04,Human Trafficking,Gang,Parwati,Mahesh Pawar,No,Human Trafficking,Male,2,2,0,0,0,Sex trafficking,"Human Trafficking by Sex trafficking in Parwati on 2025-07-04, 4 victims",Human Trafficking Sex trafficking Parwati
2B9D5333,Pune Division,Kalyani Nagar Police Station,2023-02-13,Fraud,Gang,Viman Nagar,Nitin Kadam,Yes,Fraud,Male,0,2,0,0,0,Tax evasion,"Fraud by Tax evasion in Viman Nagar on 2023-02-13, 2 victims",Fraud Tax evasion Viman Nagar
86E0BBD0,Swargate Division,Bibvewadi Police Station,2024-04-16,Illegal Arms Possession,Individual,Parwati,Nitin Kadam,No,Illegal Arms Possession,Female,1,0,1,1,0,Hidden cache,"Illegal Arms Possession by Hidden cache in Parwati on 2024-04-16, 1 victim",Illegal Arms Possession Hidden cache Parwati
0547438F,Swargate Division,Bibvewadi Police Station,2023-04-29,Domestic Abuse,Individual,Dhankawadi,Vaishali Chavan,No,Domestic Abuse,Other,2,2,2,1,1,Neglect,"Domestic Abuse by Neglect in Dhankawadi on 2023-04-29, 4 victims",Domestic Abuse Neglect Dhankawadi
8B2DAA81,Pune Division,Kalyani Nagar Police Station,2024-03-02,Illegal Arms Possession,Individual,Viman Nagar,Prashant Jadhav,No,Illegal Arms Possession,Other,1,0,0,0,0,Smuggled weapons,"Illegal Arms Possession by Smuggled weapons in Viman Nagar on 2024-03-02, 1 victim",Illegal Arms Possession Smuggled weapons Viman Nagar
6F3CD823,Pune Division,Kalyani Nagar Police Station,2024-11-16,Kidnapping,Individual,Kalyani Nagar,Swati Joshi,Yes,Kidnapping,Female,0,0,0,0,0,Luring victim,"Kidnapping by Luring victim in Kalyani Nagar on 2024-11-16, 0 victims",Kidnapping Luring victim Kalyani Nagar
C83EB57E,Vishrambaug and Deccan Division,Kothrud Police Station,2023-12-13,Assault,Individual,Vanaz,Vaishali Chavan,Yes,Assault,Female,3,2,5,4,1,Street fight,"Assault by Street fight in Vanaz on 2023-12-13, 5 victims",Assault Street fight Vanaz
6E01DE94,Pune Division,Camp Police Station,2024-10-21,Drug Trafficking,Individual,Laxmi Road,Sunil Deshmukh,No,Drug Trafficking,Other,1,3,0,0,0,Courier parcels,"Drug Trafficking by Courier parcels in Laxmi Road on 2024-10-21, 4 victims",Drug Trafficking Courier parcels Laxmi Road
7F626E56,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-02-25,Assault,Gang,Warje,Prashant Jadhav,Yes,Assault,Female,1,3,2,2,0,Street fight,"Assault by Street fight in Warje on 2024-02-25, 4 victims",Assault Street fight Warje
53923476,Vishrambaug and Deccan Division,Kothrud Police Station,2025-02-17,Sexual Harassment,Individual,Karve Nagar,Sandeep Gaikwad,Yes,Sexual Harassment,Other,0,2,1,0,1,Online harassment,"Sexual Harassment by Online harassment in Karve Nagar on 2025-02-17, 2 victims",Sexual Harassment Online harassment Karve Nagar
295AD949,Sinhagad-Road Division,Nanded City Police Station,2023-01-14,Assault,Gang,Khadakwasla,Ramesh More,Yes,Assault,Male,3,0,1,1,0,Road rage,"Assault by Road rage in Khadakwasla on 2023-01-14, 3 victims",Assault Road rage Khadakwasla
6EB9DBA0,Swargate Division,Market Yard Police Station,2024-12-01,Drug Trafficking,Individual,Bhekrai Nagar,Sandeep Gaikwad,Yes,Drug Trafficking,Female,2,2,0,0,0,Body packing,"Drug Trafficking by Body packing in Bhekrai Nagar on 2024-12-01, 4 victims",Drug Trafficking Body packing Bhekrai Nagar
D94A39B7,Swargate Division,Bibvewadi Police Station,2023-08-31,Assault,Individual,Dhankawadi,Sandeep Gaikwad,Yes,Assault,Other,3,3,2,1,1,Road rage,"Assault by Road rage in Dhankawadi on 2023-08-31, 6 victims",Assault Road rage Dhankawadi
A8DF6A83,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-05-22,Murder,Gang,Shivane,Swati Joshi,Yes,Murder,Other,3,1,3,0,3,Premeditated assault,"Murder by Premeditated assault in Shivane on 2023-05-22, 4 victims",Murder Premeditated assault Shivane
2EA6DA60,Swargate Division,Bibvewadi Police Station,2023-01-16,Homicide,Individual,Parwati,Sandeep Gaikwad,No,Homicide,Male,2,1,0,0,0,Gunshot,"Homicide by Gunshot in Parwati on 2023-01-16, 3 victims",Homicide Gunshot Parwati
C858439F,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-04-11,Drug Trafficking,Individual,Shivane,Swati Joshi,No,Drug Trafficking,Other,1,1,2,0,2,Sea route,"Drug Trafficking by Sea route in Shivane on 2025-04-11, 2 victims",Drug Trafficking Sea route Shivane
3E78A696,Swargate Division,Market Yard Police Station,2025-06-19,Sexual Harassment,Individual,Magarpatta,Nitin Kadam,No,Sexual Harassment,Male,1,3,0,0,0,Workplace misconduct,"Sexual Harassment by Workplace misconduct in Magarpatta on 2025-06-19, 4 victims",Sexual Harassment Workplace misconduct Magarpatta
B81BB881,Vishrambaug and Deccan Division,Kothrud Police Station,2023-12-13,Extortion,Gang,Vanaz,Mahesh Pawar,Yes,Extortion,Other,3,1,4,1,3,Business coercion,"Extortion by Business coercion in Vanaz on 2023-12-13, 4 victims",Extortion Business coercion Vanaz
B6BE89CC,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-03-02,Burglary,Individual,Shivajinagar,Vaishali Chavan,No,Burglary,Male,2,3,5,4,1,Night break-in,"Burglary by Night break-in in Shivajinagar on 2023-03-02, 5 victims",Burglary Night break-in Shivajinagar
695ED18A,Swargate Division,Market Yard Police Station,2025-05-21,Sexual Harassment,Gang,Magarpatta,Neha Bhosale,No,Sexual Harassment,Other,0,0,0,0,0,Online harassment,"Sexual Harassment by Online harassment in Magarpatta on 2025-05-21, 0 victims",Sexual Harassment Online harassment Magarpatta
995E1FBC,Sinhagad-Road Division,Nanded City Police Station,2025-07-22,Cyber Crime,Gang,Nanded,Swati Joshi,Yes,Cyber Crime,Male,2,0,1,0,1,Online fraud,"Cyber Crime by Online fraud in Nanded on 2025-07-22, 2 victims",Cyber Crime Online fraud Nanded
2C29FD21,Pune Division,Camp Police Station,2023-01-16,Human Trafficking,Individual,Camp,Nitin Kadam,Yes,Human Trafficking,Female,3,1,1,1,0,Child trafficking,"Human Trafficking by Child trafficking in Camp on 2023-01-16, 4 victims",Human Trafficking Child trafficking Camp
0CA0A586,Pune Division,Camp Police Station,2023-10-10,Homicide,Individual,Laxmi Road,Ramesh More,Yes,Homicide,Female,1,2,1,1,0,Strangulation,"Homicide by Strangulation in Laxmi Road on 2023-10-10, 3 victims",Homicide Strangulation Laxmi Road
C76DE6CB,Sinhagad-Road Division,Narhe Police Station,2023-06-12,Murder,Individual,Narhegaon,Vaishali Chavan,Yes,Murder,Other,3,1,0,0,0,Premeditated assault,"Murder by Premeditated assault in Narhegaon on 2023-06-12, 4 victims",Murder Premeditated assault Narhegaon
63C2E34F,Pune Division,Kalyani Nagar Police Station,2023-08-24,Murder,Individual,Koregaon Park,Mahesh Pawar,Yes,Murder,Female,1,0,1,0,1,Premeditated assault,"Murder by Premeditated assault in Koregaon Park on 2023-08-24, 1 victim",Murder Premeditated assault Koregaon Park
464211B6,Sinhagad-Road Division,Narhe Police Station,2023-01-06,Human Trafficking,Gang,Ambegaon Budruk,Sandeep Gaikwad,Yes,Human Trafficking,Female,3,0,2,1,1,Forced marriage,"Human Trafficking by Forced marriage in Ambegaon Budruk on 2023-01-06, 3 victims",Human Trafficking Forced marriage Ambegaon Budruk
